;ID_Bestand;Titel;Autoren;Jahr;Gattung;Kennung;Zugriffsort
313;314;Summa Theologiae;Thomas von Aquin;1267.0;Theologie;YBo96532;TBv84076
314;315;Summa Theologiae;Thomas von Aquin;1267.0;Theologie;ADS03467;Kbi65129
315;316;Summa Theologiae;Thomas von Aquin;1267.0;Theologie;LPf19743;lnz81963
316;317;Die Glocken von Basel;Louis Aragon;1934.0;Roman;Lwa87514;sJT31920
317;318;Die Glocken von Basel;Louis Aragon;1934.0;Roman;Otg59782;WIV49235
318;319;Die Glocken von Basel;Louis Aragon;1934.0;Roman;saI40973;Bfm75946
319;320;Die Glocken von Basel;Louis Aragon;1934.0;Roman;HmV01958;UMs93540
320;321;Die Glocken von Basel;Louis Aragon;1934.0;Roman;gyr73526;pZm29476
321;322;Eichmann in Jerusalem;Hannah Arendt;1963.0;Reportage;KnO02754;bXy19572
322;323;Eichmann in Jerusalem;Hannah Arendt;1963.0;Reportage;dHM50428;nit75284
323;324;Eichmann in Jerusalem;Hannah Arendt;1963.0;Reportage;Etm63549;Vjt45972
324;325;Eichmann in Jerusalem;Hannah Arendt;1963.0;Reportage;OQa25869;Hbl37156
325;326;Eichmann in Jerusalem;Hannah Arendt;1963.0;Reportage;VQp35697;EvG75319
326;327;Kurtisanengespräche;Pietro Aretino;1533.0;Dialog;Ctm94327;cFd72305
327;328;Kurtisanengespräche;Pietro Aretino;1533.0;Dialog;ERI95103;pMF72035
328;329;Kurtisanengespräche;Pietro Aretino;1533.0;Dialog;xVJ26819;OQp50829
329;330;Kurtisanengespräche;Pietro Aretino;1533.0;Dialog;luX93107;CZo49627
330;331;Kurtisanengespräche;Pietro Aretino;1533.0;Dialog;RpV45019;UsD83410
331;332;Kurtisanengespräche;Pietro Aretino;1533.0;Dialog;axy68917;nSq83941
332;333;Der rasende Roland;Ludovico Ariosto;1516.0;Versepos;Maq84159;UFY46238
333;334;Der rasende Roland;Ludovico Ariosto;1516.0;Versepos;Bwh32601;uIB86450
334;335;Der rasende Roland;Ludovico Ariosto;1516.0;Versepos;hrU82095;jGR98705
335;336;Der rasende Roland;Ludovico Ariosto;1516.0;Versepos;IXw61052;VlK93201
336;337;Der rasende Roland;Ludovico Ariosto;1516.0;Versepos;jfG87192;ZKa09324
337;338;Der rasende Roland;Ludovico Ariosto;1516.0;Versepos;Vao87943;hlj79253
338;339;Der rasende Roland;Ludovico Ariosto;1516.0;Versepos;NEH93408;tmu21034
339;340;Der rasende Roland;Ludovico Ariosto;1516.0;Versepos;Hsc49728;FbB29840
340;341;Poetik;Aristoteles;-329.0;Philosophie;cVk09813;HRa25874
341;342;Poetik;Aristoteles;-329.0;Philosophie;BDI04617;FZI85602
342;343;Poetik;Aristoteles;-329.0;Philosophie;YQr14305;LTx01892
343;344;Poetik;Aristoteles;-329.0;Philosophie;GFS17609;REq64795
344;345;Poetik;Aristoteles;-329.0;Philosophie;DVc26108;IAc72068
345;346;Poetik;Aristoteles;-329.0;Philosophie;Xak61529;Ggn32417
346;347;Poetik;Aristoteles;-329.0;Philosophie;pyH54127;wsD47185
347;348;Politik;Aristoteles;-329.0;Philosophie;wKZ38156;dzZ76329
348;349;Politik;Aristoteles;-329.0;Philosophie;zdH89124;xhm73685
349;350;Politik;Aristoteles;-329.0;Philosophie;LeT08391;rMX61584
350;351;Politik;Aristoteles;-329.0;Philosophie;fVO71839;OHz05382
351;352;Politik;Aristoteles;-329.0;Philosophie;Vvx19568;hwz64079
352;353;Des Knaben Wunderhorn;Achim von Arnim, Clemens Brentano;1805.0;Lyrik;egz73142;NEj57398
353;354;Des Knaben Wunderhorn;Achim von Arnim, Clemens Brentano;1805.0;Lyrik;wPq18405;itA68104
354;355;Des Knaben Wunderhorn;Achim von Arnim, Clemens Brentano;1805.0;Lyrik;mGD87159;diY34067
355;356;Des Knaben Wunderhorn;Achim von Arnim, Clemens Brentano;1805.0;Lyrik;sDa01296;dbj91465
356;357;Des Knaben Wunderhorn;Achim von Arnim, Clemens Brentano;1805.0;Lyrik;rAa18526;QvX84620
357;358;Des Knaben Wunderhorn;Achim von Arnim, Clemens Brentano;1805.0;Lyrik;khH19728;gbG09435
358;359;med ana schwoazzn dintn;Hans Carl Artmann;1958.0;Lyrik;Djd28756;KxD97842
359;360;med ana schwoazzn dintn;Hans Carl Artmann;1958.0;Lyrik;rUu97834;viT71608
360;361;med ana schwoazzn dintn;Hans Carl Artmann;1958.0;Lyrik;fnv52908;BbV03726
361;362;med ana schwoazzn dintn;Hans Carl Artmann;1958.0;Lyrik;vIF19673;pPv07628
362;363;med ana schwoazzn dintn;Hans Carl Artmann;1958.0;Lyrik;tnQ78901;hke42173
363;364;med ana schwoazzn dintn;Hans Carl Artmann;1958.0;Lyrik;wYE24716;iey35172
364;365;Ich, der Robot;Isaac Asimov;1950.0;Erzählung;BNz12036;Fqa87492
365;366;Ich, der Robot;Isaac Asimov;1950.0;Erzählung;YDT24759;UvD58492
366;367;Ich, der Robot;Isaac Asimov;1950.0;Erzählung;dxs23580;AOt45680
367;368;Ich, der Robot;Isaac Asimov;1950.0;Erzählung;ohk51042;Wsh06893
368;369;Ich, der Robot;Isaac Asimov;1950.0;Erzählung;QyV01368;TrD37840
369;370;Ich, der Robot;Isaac Asimov;1950.0;Erzählung;ucM85401;QpB85972
370;371;Ich, der Robot;Isaac Asimov;1950.0;Erzählung;FPf43185;ptz01564
371;372;Ich, der Robot;Isaac Asimov;1950.0;Erzählung;CQL85046;tpJ09624
372;373;Der Herr Präsident;Miguel Ángel Asturias;1946.0;Roman;JWT80916;mdz07684
373;374;Der Herr Präsident;Miguel Ángel Asturias;1946.0;Roman;pSW78950;UQN91075
374;375;Der Herr Präsident;Miguel Ángel Asturias;1946.0;Roman;EKu26589;vRl20756
375;376;Der Herr Präsident;Miguel Ángel Asturias;1946.0;Roman;wJa17246;ZAd06789
376;377;Der Herr Präsident;Miguel Ángel Asturias;1946.0;Roman;lWY18275;bAz13205
377;378;Der Report der Magd;Margaret Atwood;1985.0;Roman;aJt80257;otJ86790
378;379;Der Report der Magd;Margaret Atwood;1985.0;Roman;VGP69714;Sys21973
379;380;Der Report der Magd;Margaret Atwood;1985.0;Roman;bZu15826;Cju37125
380;381;Der Report der Magd;Margaret Atwood;1985.0;Roman;qTp95203;bMy57290
381;382;Der Report der Magd;Margaret Atwood;1985.0;Roman;jDF23461;VPg83705
382;383;Der Report der Magd;Margaret Atwood;1985.0;Roman;TpI04786;eaW28916
383;384;Der Report der Magd;Margaret Atwood;1985.0;Roman;Wna78195;ljx09218
384;385;Das Zeitalter der Angst;W. H. Auden;1947.0;Lyrik;Ycl78146;hoK05934
385;386;Das Zeitalter der Angst;W. H. Auden;1947.0;Lyrik;htZ23049;jCf04261
386;387;Das Zeitalter der Angst;W. H. Auden;1947.0;Lyrik;znp38569;VDY83947
387;388;Das Zeitalter der Angst;W. H. Auden;1947.0;Lyrik;dtj86927;CEx53481
388;389;Das Zeitalter der Angst;W. H. Auden;1947.0;Lyrik;Tcp63984;aJH27968
389;390;Jesus Menschensohn;Rudolf Augstein;1972.0;Sachbuch;Oyb89765;SGi48527
390;391;Jesus Menschensohn;Rudolf Augstein;1972.0;Sachbuch;NvZ79125;inJ76823
391;392;Jesus Menschensohn;Rudolf Augstein;1972.0;Sachbuch;WUX43896;fyb87945
392;393;Jesus Menschensohn;Rudolf Augstein;1972.0;Sachbuch;dRa78153;sSR57418
393;394;Jesus Menschensohn;Rudolf Augstein;1972.0;Sachbuch;Zts47059;Zkf14508
394;395;Bekenntnisse;Augustinus;400.0;Autobiografie;RJS63179;dkc72431
395;396;Bekenntnisse;Augustinus;400.0;Autobiografie;EMg04856;Sqv19430
396;397;Bekenntnisse;Augustinus;400.0;Autobiografie;VvF67145;vVL71042
397;398;Bekenntnisse;Augustinus;400.0;Autobiografie;kOL50923;MLh45286
398;399;Bekenntnisse;Augustinus;400.0;Autobiografie;SfV69541;LKO82415
399;400;Bekenntnisse;Augustinus;400.0;Autobiografie;YIg39582;EUO38416
400;401;Das Göttliche Leben;Sri Aurobindo;1918.0;Philosophie;tDp98517;Edl51398
401;402;Das Göttliche Leben;Sri Aurobindo;1918.0;Philosophie;zFK69480;OqS85632
402;403;Das Göttliche Leben;Sri Aurobindo;1918.0;Philosophie;CUr18923;gvl57403
403;404;Das Göttliche Leben;Sri Aurobindo;1918.0;Philosophie;qWr47519;jdE40378
404;405;Das Göttliche Leben;Sri Aurobindo;1918.0;Philosophie;vRk59068;xuU19764
405;406;Das Göttliche Leben;Sri Aurobindo;1918.0;Philosophie;qMg30798;Otg70856
406;407;Das Göttliche Leben;Sri Aurobindo;1918.0;Philosophie;VMo58964;ZDs15709
407;408;Das Göttliche Leben;Sri Aurobindo;1918.0;Philosophie;anJ30697;wzK03851
408;409;Der Baader-Meinhof-Komplex;Stefan Aust;1985.0;Sachbuch;AXL03642;fsK71960
409;410;Der Baader-Meinhof-Komplex;Stefan Aust;1985.0;Sachbuch;ZTR14602;CaM14257
410;411;Der Baader-Meinhof-Komplex;Stefan Aust;1985.0;Sachbuch;rac01948;knb27513
411;412;Der Baader-Meinhof-Komplex;Stefan Aust;1985.0;Sachbuch;HWO21350;Tig41258
412;413;Der Baader-Meinhof-Komplex;Stefan Aust;1985.0;Sachbuch;ApP36728;Tev29583
413;414;Stolz und Vorurteil;Jane Austen;1813.0;Roman;MQG83619;epk28903
414;415;Stolz und Vorurteil;Jane Austen;1813.0;Roman;Lrl28465;GWX90624
415;416;Stolz und Vorurteil;Jane Austen;1813.0;Roman;jGN54691;ztX97840
416;417;Stolz und Vorurteil;Jane Austen;1813.0;Roman;LUO85037;Ate63710
417;418;Stolz und Vorurteil;Jane Austen;1813.0;Roman;cQh36790;wbs16925
418;419;Die New-York-Trilogie;Paul Auster;1987.0;Roman;Llz46321;Urz29836
419;420;Die New-York-Trilogie;Paul Auster;1987.0;Roman;hfI59634;ueW84972
420;421;Die New-York-Trilogie;Paul Auster;1987.0;Roman;lsY50481;WoC75481
421;422;Die New-York-Trilogie;Paul Auster;1987.0;Roman;TIF74208;iyT79352
422;423;Die New-York-Trilogie;Paul Auster;1987.0;Roman;UiQ38541;IkP75468
423;424;Die New-York-Trilogie;Paul Auster;1987.0;Roman;BTz95430;Wpk86341
424;425;Die New-York-Trilogie;Paul Auster;1987.0;Roman;jWn15947;tPv10362
425;426;Die Reiterarmee;Isaak Babel;1923.0;Roman;QTB92546;XPB56071
426;427;Die Reiterarmee;Isaak Babel;1923.0;Roman;QPz70543;AXJ06973
427;428;Die Reiterarmee;Isaak Babel;1923.0;Roman;DCq56032;RvT13907
428;429;Die Reiterarmee;Isaak Babel;1923.0;Roman;sbe70328;KtV97036
429;430;Die Reiterarmee;Isaak Babel;1923.0;Roman;rKO38425;zIY72481
430;431;Die Mühle am Po;Riccardo Bacchelli;1938.0;Roman;KLJ34209;hrQ72395
431;432;Die Mühle am Po;Riccardo Bacchelli;1938.0;Roman;XZw63725;fSl83971
432;433;Die Mühle am Po;Riccardo Bacchelli;1938.0;Roman;hHx38274;JZF56128
433;434;Die Mühle am Po;Riccardo Bacchelli;1938.0;Roman;OSa29057;SdA17639
434;435;Die Mühle am Po;Riccardo Bacchelli;1938.0;Roman;HNg51896;Pow65923
435;436;Die Mühle am Po;Riccardo Bacchelli;1938.0;Roman;bta61072;vUQ93241
436;437;Die Mühle am Po;Riccardo Bacchelli;1938.0;Roman;sVS09413;vDb39084
437;438;Die Mühle am Po;Riccardo Bacchelli;1938.0;Roman;vFW78169;Zfy24685
438;439;Anrufung des Großen Bären;Ingeborg Bachmann;1956.0;Lyrik;PlJ83462;JnV52137
439;440;Anrufung des Großen Bären;Ingeborg Bachmann;1956.0;Lyrik;OXx10879;sgx16375
440;441;Anrufung des Großen Bären;Ingeborg Bachmann;1956.0;Lyrik;FCW07582;MCm20843
441;442;Anrufung des Großen Bären;Ingeborg Bachmann;1956.0;Lyrik;ouv15372;zku01287
442;443;Anrufung des Großen Bären;Ingeborg Bachmann;1956.0;Lyrik;Niz87341;rWV12478
443;444;Anrufung des Großen Bären;Ingeborg Bachmann;1956.0;Lyrik;Xvs82317;RGX18527
444;445;Anrufung des Großen Bären;Ingeborg Bachmann;1956.0;Lyrik;ekD02769;egs47912
445;446;Anrufung des Großen Bären;Ingeborg Bachmann;1956.0;Lyrik;pbn34289;XZs67214
446;447;Malina;Ingeborg Bachmann;1971.0;Roman;yXV74281;CAH80649
447;448;Malina;Ingeborg Bachmann;1971.0;Roman;IUb18574;jSZ70615
448;449;Malina;Ingeborg Bachmann;1971.0;Roman;IXQ89452;ipV71098
449;450;Malina;Ingeborg Bachmann;1971.0;Roman;OIT20953;Oqj03148
450;451;Malina;Ingeborg Bachmann;1971.0;Roman;Nge05983;KqJ04871
451;452;Gehe hin und verkünde es vom Berge;James Baldwin;1953.0;Roman;opG37619;DWU96753
452;453;Gehe hin und verkünde es vom Berge;James Baldwin;1953.0;Roman;BFS68042;eDz49263
453;454;Gehe hin und verkünde es vom Berge;James Baldwin;1953.0;Roman;XRs42189;mIC45310
454;455;Gehe hin und verkünde es vom Berge;James Baldwin;1953.0;Roman;hXD34019;wom50148
455;456;Gehe hin und verkünde es vom Berge;James Baldwin;1953.0;Roman;DJt17526;gtp87419
456;457;Gehe hin und verkünde es vom Berge;James Baldwin;1953.0;Roman;Coj46309;QmR61245
457;458;Gehe hin und verkünde es vom Berge;James Baldwin;1953.0;Roman;EdF87693;ugY29376
458;459;Giovannis Zimmer;James Baldwin;1956.0;Roman;Cba87036;KDb01652
459;460;Giovannis Zimmer;James Baldwin;1956.0;Roman;lzZ08254;MFw31856
460;461;Giovannis Zimmer;James Baldwin;1956.0;Roman;eRi62358;cDi27609
461;462;Giovannis Zimmer;James Baldwin;1956.0;Roman;ygp35812;lVk04291
462;463;Giovannis Zimmer;James Baldwin;1956.0;Roman;eIZ39048;CoN32679
463;464;Giovannis Zimmer;James Baldwin;1956.0;Roman;dUm23519;uZe56841
464;465;Giovannis Zimmer;James Baldwin;1956.0;Roman;HZb39156;jQk85163
465;466;Vater Goriot;Honoré de Balzac;1835.0;Roman;eyG02798;yQf09837
466;467;Vater Goriot;Honoré de Balzac;1835.0;Roman;tqM20769;cwA27654
467;468;Vater Goriot;Honoré de Balzac;1835.0;Roman;LOo43208;uAR70518
468;469;Vater Goriot;Honoré de Balzac;1835.0;Roman;ulr07392;JZb14685
469;470;Vater Goriot;Honoré de Balzac;1835.0;Roman;HKD73286;Bcf72853
470;471;Vater Goriot;Honoré de Balzac;1835.0;Roman;Yer67234;TVF02957
471;472;Vater Goriot;Honoré de Balzac;1835.0;Roman;mUP70529;UOD25013
472;473;Vater Goriot;Honoré de Balzac;1835.0;Roman;knt69701;FjR30756
473;474;Verlorene Illusionen;Honoré de Balzac;1837.0;Roman;cBA46129;igu56987
474;475;Verlorene Illusionen;Honoré de Balzac;1837.0;Roman;odh60741;Cxw19654
475;476;Verlorene Illusionen;Honoré de Balzac;1837.0;Roman;PfK62387;Sgp74592
476;477;Verlorene Illusionen;Honoré de Balzac;1837.0;Roman;Cxp81264;Ejk92310
477;478;Verlorene Illusionen;Honoré de Balzac;1837.0;Roman;Whr56279;Pek43962
478;479;Glanz und Elend der Kurtisanen;Honoré de Balzac;1838.0;Roman;Qzu84279;cXB06527
479;480;Glanz und Elend der Kurtisanen;Honoré de Balzac;1838.0;Roman;nAb28143;gzy57342
480;481;Glanz und Elend der Kurtisanen;Honoré de Balzac;1838.0;Roman;OIv65879;Shk68912
481;482;Glanz und Elend der Kurtisanen;Honoré de Balzac;1838.0;Roman;scO58721;xND10498
482;483;Glanz und Elend der Kurtisanen;Honoré de Balzac;1838.0;Roman;tDi81473;Dlx58042
483;484;Glanz und Elend der Kurtisanen;Honoré de Balzac;1838.0;Roman;uvm60971;qpo08367
484;485;Glanz und Elend der Kurtisanen;Honoré de Balzac;1838.0;Roman;obE25648;iom70241
485;486;Die unsichtbare Flagge;Peter Bamm;1953.0;Roman;ewk05694;RZN06731
486;487;Die unsichtbare Flagge;Peter Bamm;1953.0;Roman;Qyn96038;nGk37268
487;488;Die unsichtbare Flagge;Peter Bamm;1953.0;Roman;OQJ35974;HxG96237
488;489;Die unsichtbare Flagge;Peter Bamm;1953.0;Roman;Dca37904;PnJ14380
489;490;Die unsichtbare Flagge;Peter Bamm;1953.0;Roman;pFq27059;azP15876
490;491;Die unsichtbare Flagge;Peter Bamm;1953.0;Roman;Vmf28510;Fyt74930
491;492;Am Wege;Herman Bang;1886.0;Roman;szD52386;nwi50832
492;493;Am Wege;Herman Bang;1886.0;Roman;sUx68204;qWK31957
493;494;Am Wege;Herman Bang;1886.0;Roman;ZLj72438;vLx13028
494;495;Am Wege;Herman Bang;1886.0;Roman;qkm80496;wvy97084
495;496;Am Wege;Herman Bang;1886.0;Roman;ijO18407;rDF52416
496;497;Am Wege;Herman Bang;1886.0;Roman;Zyx78425;gKs96230
497;498;Novecento. Die Legende vom Ozeanpianisten;Alessandro Baricco;1994.0;Roman;uPd26053;zcD93485
498;499;Novecento. Die Legende vom Ozeanpianisten;Alessandro Baricco;1994.0;Roman;mse92806;KiB79852
499;500;Novecento. Die Legende vom Ozeanpianisten;Alessandro Baricco;1994.0;Roman;nYJ30586;ulr72359
500;501;Novecento. Die Legende vom Ozeanpianisten;Alessandro Baricco;1994.0;Roman;Wbe25189;JfS93870
501;502;Novecento. Die Legende vom Ozeanpianisten;Alessandro Baricco;1994.0;Roman;IGi35687;upc59634
502;503;Nachtgewächs;Djuna Barnes;1936.0;Roman;iEM63127;ipw41769
503;504;Nachtgewächs;Djuna Barnes;1936.0;Roman;wNd06984;DmQ14569
504;505;Nachtgewächs;Djuna Barnes;1936.0;Roman;lWq59274;Ulg42189
505;506;Nachtgewächs;Djuna Barnes;1936.0;Roman;tNf81254;AZx19058
506;507;Nachtgewächs;Djuna Barnes;1936.0;Roman;RgX46013;UHA16253
507;508;Nachtgewächs;Djuna Barnes;1936.0;Roman;mPX53821;vuE51460
508;509;Nachtgewächs;Djuna Barnes;1936.0;Roman;Sic21509;BkJ42516
509;510;Nachtgewächs;Djuna Barnes;1936.0;Roman;HOj85942;gYG93561
510;511;Eine Geschichte der Welt in 10 ½ Kapiteln;Julian Barnes;1989.0;Roman;clN87250;Lvq19827
511;512;Eine Geschichte der Welt in 10 ½ Kapiteln;Julian Barnes;1989.0;Roman;lVE31607;JSG31642
512;513;Eine Geschichte der Welt in 10 ½ Kapiteln;Julian Barnes;1989.0;Roman;sNH52381;cTB19603
513;514;Eine Geschichte der Welt in 10 ½ Kapiteln;Julian Barnes;1989.0;Roman;cCA93124;Gna97654
514;515;Eine Geschichte der Welt in 10 ½ Kapiteln;Julian Barnes;1989.0;Roman;GCe86914;lLx96247
515;516;Eine Geschichte der Welt in 10 ½ Kapiteln;Julian Barnes;1989.0;Roman;rDp01842;eNj59071
516;517;Eine Geschichte der Welt in 10 ½ Kapiteln;Julian Barnes;1989.0;Roman;Mhi37296;Mvj23694
517;518;Eine Geschichte der Welt in 10 ½ Kapiteln;Julian Barnes;1989.0;Roman;YQh18763;YOU49601
518;519;Der Cimarrón;Miguel Barnet;1966.0;Roman;zGY38125;BOL48902
519;520;Der Cimarrón;Miguel Barnet;1966.0;Roman;SgK46805;rFd32467
520;521;Der Cimarrón;Miguel Barnet;1966.0;Roman;JUu97826;ZrU30217
521;522;Der Cimarrón;Miguel Barnet;1966.0;Roman;AfJ51873;ZLj04697
522;523;Der Cimarrón;Miguel Barnet;1966.0;Roman;Tom07621;lds80945
523;524;Der Cimarrón;Miguel Barnet;1966.0;Roman;KpA85631;fPH96318
524;525;Der Römerbrief;Karl Barth;1919.0;Theologie;hdx16427;LxG21598
525;526;Der Römerbrief;Karl Barth;1919.0;Theologie;zTb31096;Use38514
526;527;Der Römerbrief;Karl Barth;1919.0;Theologie;IUg81762;NZf24190
527;528;Der Römerbrief;Karl Barth;1919.0;Theologie;xaj73189;qnx25937
528;529;Der Römerbrief;Karl Barth;1919.0;Theologie;FJE25340;Ydv49163
529;530;Der Römerbrief;Karl Barth;1919.0;Theologie;IbT74392;pyA53902
530;531;Mythen des Alltags;Roland Barthes;1964.0;Sachbuch;PQx51327;WSP59201
531;532;Mythen des Alltags;Roland Barthes;1964.0;Sachbuch;lPg39167;cEq67253
532;533;Mythen des Alltags;Roland Barthes;1964.0;Sachbuch;prF84026;nOi50736
533;534;Mythen des Alltags;Roland Barthes;1964.0;Sachbuch;bNP49021;gAB41608
534;535;Mythen des Alltags;Roland Barthes;1964.0;Sachbuch;Lom25094;NdM03659
535;536;Mythen des Alltags;Roland Barthes;1964.0;Sachbuch;Ioe08213;jad96825
536;537;Mythen des Alltags;Roland Barthes;1964.0;Sachbuch;FGm49086;DlF02751
537;538;Mythen des Alltags;Roland Barthes;1964.0;Sachbuch;wUi09812;Wbe64103
538;539;Fahrraddiebe;Luigi Bartolini;1946.0;Roman;dUu24967;fer21835
539;540;Fahrraddiebe;Luigi Bartolini;1946.0;Roman;hFP34906;MaW81562
540;541;Fahrraddiebe;Luigi Bartolini;1946.0;Roman;ZhI54203;iyX89173
541;542;Fahrraddiebe;Luigi Bartolini;1946.0;Roman;jUk89526;wSK85273
542;543;Fahrraddiebe;Luigi Bartolini;1946.0;Roman;lgf38247;lGw51296
543;544;Fahrraddiebe;Luigi Bartolini;1946.0;Roman;ICV59342;UzQ12870
544;545;Fahrraddiebe;Luigi Bartolini;1946.0;Roman;IbY19784;RpE45283
545;546;Die Gärten der Finzi-Contini;Giorgio Bassani;1962.0;Roman;zGV34072;pzG15384
546;547;Die Gärten der Finzi-Contini;Giorgio Bassani;1962.0;Roman;UIn46827;TRY29810
547;548;Die Gärten der Finzi-Contini;Giorgio Bassani;1962.0;Roman;Fgx94375;aUi09687
548;549;Die Gärten der Finzi-Contini;Giorgio Bassani;1962.0;Roman;IiV51842;sey39542
549;550;Die Gärten der Finzi-Contini;Giorgio Bassani;1962.0;Roman;oil08235;bEM84596
550;551;Die Blumen des Bösen;Charles Baudelaire;1857.0;Lyrik;Ffj89023;NqQ89076
551;552;Die Blumen des Bösen;Charles Baudelaire;1857.0;Lyrik;VzO51849;Zjr56174
552;553;Die Blumen des Bösen;Charles Baudelaire;1857.0;Lyrik;KlE48169;qfQ63057
553;554;Die Blumen des Bösen;Charles Baudelaire;1857.0;Lyrik;HCG03167;sSC48637
554;555;Die Blumen des Bösen;Charles Baudelaire;1857.0;Lyrik;YxV24153;TuS74193
555;556;Die Blumen des Bösen;Charles Baudelaire;1857.0;Lyrik;Fkd30849;IFx81352
556;557;Die Blumen des Bösen;Charles Baudelaire;1857.0;Lyrik;wel75423;CpY48693
557;558;Die Blumen des Bösen;Charles Baudelaire;1857.0;Lyrik;Icz62189;nlz49865
558;559;Menschen im Hotel;Vicki Baum;1929.0;Roman;ASl59630;vep47032
559;560;Menschen im Hotel;Vicki Baum;1929.0;Roman;weS74836;ltz62804
560;561;Menschen im Hotel;Vicki Baum;1929.0;Roman;fzR04518;DTJ09527
561;562;Menschen im Hotel;Vicki Baum;1929.0;Roman;BPQ89354;gmZ98126
562;563;Menschen im Hotel;Vicki Baum;1929.0;Roman;zml60913;NZc01465
563;564;Das andere Geschlecht;Simone de Beauvoir;1949.0;Philosophie;iIJ15376;Vtc83957
564;565;Das andere Geschlecht;Simone de Beauvoir;1949.0;Philosophie;WZC24503;kZL42130
565;566;Das andere Geschlecht;Simone de Beauvoir;1949.0;Philosophie;Nnz02693;xZv06734
566;567;Das andere Geschlecht;Simone de Beauvoir;1949.0;Philosophie;uNO85429;sOr73058
567;568;Das andere Geschlecht;Simone de Beauvoir;1949.0;Philosophie;PDt06512;loP04756
568;569;Das andere Geschlecht;Simone de Beauvoir;1949.0;Philosophie;dxj95261;dpO58317
569;570;Abschied;Johannes R. Becher;1940.0;Roman;HVz96570;Poi92461
570;571;Abschied;Johannes R. Becher;1940.0;Roman;wrK35068;NTL53796
571;572;Abschied;Johannes R. Becher;1940.0;Roman;RqS63840;xSQ18403
572;573;Abschied;Johannes R. Becher;1940.0;Roman;uTf03947;Ghw96453
573;574;Abschied;Johannes R. Becher;1940.0;Roman;DqA84193;vIB36405
574;575;Abschied;Johannes R. Becher;1940.0;Roman;zFW73825;GJD37492
575;576;Jakob der Lügner;Jurek Becker;1969.0;Roman;wOb01972;rTs29038
576;577;Jakob der Lügner;Jurek Becker;1969.0;Roman;XFW59826;eTP51362
577;578;Jakob der Lügner;Jurek Becker;1969.0;Roman;qDl91570;MnJ29375
578;579;Jakob der Lügner;Jurek Becker;1969.0;Roman;zPY09174;oZr70568
579;580;Jakob der Lügner;Jurek Becker;1969.0;Roman;YmS76948;MAf80147
580;581;Jakob der Lügner;Jurek Becker;1969.0;Roman;ztG61924;nuk16842
581;582;Jakob der Lügner;Jurek Becker;1969.0;Roman;Zry15679;AXk43072
582;583;Jakob der Lügner;Jurek Becker;1969.0;Roman;YDR03562;jRT75420
583;584;Molloy;Samuel Beckett;1951.0;Roman;gbA84561;Ixg10496
584;585;Molloy;Samuel Beckett;1951.0;Roman;bAS40728;cYz38569
585;586;Molloy;Samuel Beckett;1951.0;Roman;rQP23086;TgW51734
586;587;Molloy;Samuel Beckett;1951.0;Roman;agu58923;DTw28549
587;588;Molloy;Samuel Beckett;1951.0;Roman;vdq21394;fJC48965
588;589;Molloy;Samuel Beckett;1951.0;Roman;orM09723;Sjq85693
589;590;Molloy;Samuel Beckett;1951.0;Roman;kWe45683;SkA12906
590;591;Onkel Toms Hütte;Harriet Beecher Stowe;1852.0;Roman;HJd52671;IPq57319
591;592;Onkel Toms Hütte;Harriet Beecher Stowe;1852.0;Roman;OCH06723;VeS92503
592;593;Onkel Toms Hütte;Harriet Beecher Stowe;1852.0;Roman;xtX56240;YKI96821
593;594;Onkel Toms Hütte;Harriet Beecher Stowe;1852.0;Roman;YoS24150;rDm73481
594;595;Onkel Toms Hütte;Harriet Beecher Stowe;1852.0;Roman;tBV47265;mBq50964
595;596;Onkel Toms Hütte;Harriet Beecher Stowe;1852.0;Roman;Lpg04623;EHB43160
596;597;Onkel Toms Hütte;Harriet Beecher Stowe;1852.0;Roman;QFK27630;uov18350
597;598;Lügen in Zeiten des Krieges;Louis Begley;1991.0;Roman;vwC81602;QmD14735
598;599;Lügen in Zeiten des Krieges;Louis Begley;1991.0;Roman;Ddr04581;NPY05974
599;600;Lügen in Zeiten des Krieges;Louis Begley;1991.0;Roman;Wlh27538;flb09852
600;601;Lügen in Zeiten des Krieges;Louis Begley;1991.0;Roman;jNB51870;AfI23957
601;602;Lügen in Zeiten des Krieges;Louis Begley;1991.0;Roman;gaz46705;cmo76089
602;603;Lügen in Zeiten des Krieges;Louis Begley;1991.0;Roman;Beb09238;IlO27140
603;604;Lügen in Zeiten des Krieges;Louis Begley;1991.0;Roman;pzS76912;MPI64350
604;605;Lügen in Zeiten des Krieges;Louis Begley;1991.0;Roman;YPv03428;FYW05196
605;606;Borstal Boy;Brendan Behan;1958.0;Roman;FUR08317;dGu74168
606;607;Borstal Boy;Brendan Behan;1958.0;Roman;zdP17958;jYP45769
607;608;Borstal Boy;Brendan Behan;1958.0;Roman;aiw89437;Uea30759
608;609;Borstal Boy;Brendan Behan;1958.0;Roman;dtN13927;MGj42780
609;610;Borstal Boy;Brendan Behan;1958.0;Roman;fwQ48925;qcf94603
610;611;Fredmans Episteln;Carl Michael Bellman;1790.0;Lyrik;qVQ65197;aHV30125
611;612;Fredmans Episteln;Carl Michael Bellman;1790.0;Lyrik;Gga74580;Fbo42571
612;613;Fredmans Episteln;Carl Michael Bellman;1790.0;Lyrik;fNu92834;luG37291
