ID_Bestand;Nr;Autor;Titel;Jahr;Art;Herkunft;Kennung;Zugriffsort
307;46;Apuleius;Der goldene Esel;180;Roman;Latein;puG49068;fsC91207
308;46;Apuleius;Der goldene Esel;180;Roman;Latein;OJp14270;Hmj01325
309;47;Thomas von Aquin;Summa Theologiae;1267;Theologie;Italien;cUf59048;rLE59847
310;47;Thomas von Aquin;Summa Theologiae;1267;Theologie;Italien;lqy53104;fAL96420
311;47;Thomas von Aquin;Summa Theologiae;1267;Theologie;Italien;irp59326;omn52613
312;47;Thomas von Aquin;Summa Theologiae;1267;Theologie;Italien;OQq16538;DIK18502
313;47;Thomas von Aquin;Summa Theologiae;1267;Theologie;Italien;CRK15768;jLB72046
314;47;Thomas von Aquin;Summa Theologiae;1267;Theologie;Italien;YBo96532;TBv84076
315;47;Thomas von Aquin;Summa Theologiae;1267;Theologie;Italien;ADS03467;Kbi65129
316;47;Thomas von Aquin;Summa Theologiae;1267;Theologie;Italien;LPf19743;lnz81963
317;48;Louis Aragon;Die Glocken von Basel;1934;Roman;Frankreich;Lwa87514;sJT31920
318;48;Louis Aragon;Die Glocken von Basel;1934;Roman;Frankreich;Otg59782;WIV49235
319;48;Louis Aragon;Die Glocken von Basel;1934;Roman;Frankreich;saI40973;Bfm75946
320;48;Louis Aragon;Die Glocken von Basel;1934;Roman;Frankreich;HmV01958;UMs93540
321;48;Louis Aragon;Die Glocken von Basel;1934;Roman;Frankreich;gyr73526;pZm29476
322;49;Hannah Arendt;Eichmann in Jerusalem;1963;Reportage;USA;KnO02754;bXy19572
323;49;Hannah Arendt;Eichmann in Jerusalem;1963;Reportage;USA;dHM50428;nit75284
324;49;Hannah Arendt;Eichmann in Jerusalem;1963;Reportage;USA;Etm63549;Vjt45972
325;49;Hannah Arendt;Eichmann in Jerusalem;1963;Reportage;USA;OQa25869;Hbl37156
326;49;Hannah Arendt;Eichmann in Jerusalem;1963;Reportage;USA;VQp35697;EvG75319
327;50;Pietro Aretino;Kurtisanengespräche;1533;Dialog;Italien;Ctm94327;cFd72305
328;50;Pietro Aretino;Kurtisanengespräche;1533;Dialog;Italien;ERI95103;pMF72035
329;50;Pietro Aretino;Kurtisanengespräche;1533;Dialog;Italien;xVJ26819;OQp50829
330;50;Pietro Aretino;Kurtisanengespräche;1533;Dialog;Italien;luX93107;CZo49627
331;50;Pietro Aretino;Kurtisanengespräche;1533;Dialog;Italien;RpV45019;UsD83410
332;50;Pietro Aretino;Kurtisanengespräche;1533;Dialog;Italien;axy68917;nSq83941
333;51;Ludovico Ariosto;Der rasende Roland;1516;Versepos;Italien;Maq84159;UFY46238
334;51;Ludovico Ariosto;Der rasende Roland;1516;Versepos;Italien;Bwh32601;uIB86450
335;51;Ludovico Ariosto;Der rasende Roland;1516;Versepos;Italien;hrU82095;jGR98705
336;51;Ludovico Ariosto;Der rasende Roland;1516;Versepos;Italien;IXw61052;VlK93201
337;51;Ludovico Ariosto;Der rasende Roland;1516;Versepos;Italien;jfG87192;ZKa09324
338;51;Ludovico Ariosto;Der rasende Roland;1516;Versepos;Italien;Vao87943;hlj79253
339;51;Ludovico Ariosto;Der rasende Roland;1516;Versepos;Italien;NEH93408;tmu21034
340;51;Ludovico Ariosto;Der rasende Roland;1516;Versepos;Italien;Hsc49728;FbB29840
341;52;Aristoteles;Poetik;-329;Philosophie;Griechenland;cVk09813;HRa25874
342;52;Aristoteles;Poetik;-329;Philosophie;Griechenland;BDI04617;FZI85602
343;52;Aristoteles;Poetik;-329;Philosophie;Griechenland;YQr14305;LTx01892
344;52;Aristoteles;Poetik;-329;Philosophie;Griechenland;GFS17609;REq64795
345;52;Aristoteles;Poetik;-329;Philosophie;Griechenland;DVc26108;IAc72068
346;52;Aristoteles;Poetik;-329;Philosophie;Griechenland;Xak61529;Ggn32417
347;52;Aristoteles;Poetik;-329;Philosophie;Griechenland;pyH54127;wsD47185
348;53;Aristoteles;Politik;-329;Philosophie;Griechenland;wKZ38156;dzZ76329
349;53;Aristoteles;Politik;-329;Philosophie;Griechenland;zdH89124;xhm73685
350;53;Aristoteles;Politik;-329;Philosophie;Griechenland;LeT08391;rMX61584
351;53;Aristoteles;Politik;-329;Philosophie;Griechenland;fVO71839;OHz05382
352;53;Aristoteles;Politik;-329;Philosophie;Griechenland;Vvx19568;hwz64079
353;54;Clemens Brentano und Achim von Arnim;Des Knaben Wunderhorn;1805;Lyrik;Deutschland;egz73142;NEj57398
354;54;Clemens Brentano und Achim von Arnim;Des Knaben Wunderhorn;1805;Lyrik;Deutschland;wPq18405;itA68104
355;54;Clemens Brentano und Achim von Arnim;Des Knaben Wunderhorn;1805;Lyrik;Deutschland;mGD87159;diY34067
356;54;Clemens Brentano und Achim von Arnim;Des Knaben Wunderhorn;1805;Lyrik;Deutschland;sDa01296;dbj91465
357;54;Clemens Brentano und Achim von Arnim;Des Knaben Wunderhorn;1805;Lyrik;Deutschland;rAa18526;QvX84620
358;54;Clemens Brentano und Achim von Arnim;Des Knaben Wunderhorn;1805;Lyrik;Deutschland;khH19728;gbG09435
359;55;Hans Carl Artmann;med ana schwoazzn dintn;1958;Lyrik;Österreich;Djd28756;KxD97842
360;55;Hans Carl Artmann;med ana schwoazzn dintn;1958;Lyrik;Österreich;rUu97834;viT71608
361;55;Hans Carl Artmann;med ana schwoazzn dintn;1958;Lyrik;Österreich;fnv52908;BbV03726
362;55;Hans Carl Artmann;med ana schwoazzn dintn;1958;Lyrik;Österreich;vIF19673;pPv07628
363;55;Hans Carl Artmann;med ana schwoazzn dintn;1958;Lyrik;Österreich;tnQ78901;hke42173
364;55;Hans Carl Artmann;med ana schwoazzn dintn;1958;Lyrik;Österreich;wYE24716;iey35172
365;56;Isaac Asimov;Ich, der Robot;1950;Erzählung;USA;BNz12036;Fqa87492
366;56;Isaac Asimov;Ich, der Robot;1950;Erzählung;USA;YDT24759;UvD58492
367;56;Isaac Asimov;Ich, der Robot;1950;Erzählung;USA;dxs23580;AOt45680
368;56;Isaac Asimov;Ich, der Robot;1950;Erzählung;USA;ohk51042;Wsh06893
369;56;Isaac Asimov;Ich, der Robot;1950;Erzählung;USA;QyV01368;TrD37840
370;56;Isaac Asimov;Ich, der Robot;1950;Erzählung;USA;ucM85401;QpB85972
371;56;Isaac Asimov;Ich, der Robot;1950;Erzählung;USA;FPf43185;ptz01564
372;56;Isaac Asimov;Ich, der Robot;1950;Erzählung;USA;CQL85046;tpJ09624
373;57;Miguel Ángel Asturias;Der Herr Präsident;1946;Roman;Guatemala;JWT80916;mdz07684
374;57;Miguel Ángel Asturias;Der Herr Präsident;1946;Roman;Guatemala;pSW78950;UQN91075
375;57;Miguel Ángel Asturias;Der Herr Präsident;1946;Roman;Guatemala;EKu26589;vRl20756
376;57;Miguel Ángel Asturias;Der Herr Präsident;1946;Roman;Guatemala;wJa17246;ZAd06789
377;57;Miguel Ángel Asturias;Der Herr Präsident;1946;Roman;Guatemala;lWY18275;bAz13205
378;58;Margaret Atwood;Der Report der Magd;1985;Roman;Kanada;aJt80257;otJ86790
379;58;Margaret Atwood;Der Report der Magd;1985;Roman;Kanada;VGP69714;Sys21973
380;58;Margaret Atwood;Der Report der Magd;1985;Roman;Kanada;bZu15826;Cju37125
381;58;Margaret Atwood;Der Report der Magd;1985;Roman;Kanada;qTp95203;bMy57290
382;58;Margaret Atwood;Der Report der Magd;1985;Roman;Kanada;jDF23461;VPg83705
383;58;Margaret Atwood;Der Report der Magd;1985;Roman;Kanada;TpI04786;eaW28916
384;58;Margaret Atwood;Der Report der Magd;1985;Roman;Kanada;Wna78195;ljx09218
385;59;W. H. Auden;Das Zeitalter der Angst;1947;Lyrik;Großbritannien;Ycl78146;hoK05934
386;59;W. H. Auden;Das Zeitalter der Angst;1947;Lyrik;Großbritannien;htZ23049;jCf04261
387;59;W. H. Auden;Das Zeitalter der Angst;1947;Lyrik;Großbritannien;znp38569;VDY83947
388;59;W. H. Auden;Das Zeitalter der Angst;1947;Lyrik;Großbritannien;dtj86927;CEx53481
389;59;W. H. Auden;Das Zeitalter der Angst;1947;Lyrik;Großbritannien;Tcp63984;aJH27968
390;60;Rudolf Augstein;Jesus Menschensohn;1972;Sachbuch;Deutschland;Oyb89765;SGi48527
391;60;Rudolf Augstein;Jesus Menschensohn;1972;Sachbuch;Deutschland;NvZ79125;inJ76823
392;60;Rudolf Augstein;Jesus Menschensohn;1972;Sachbuch;Deutschland;WUX43896;fyb87945
393;60;Rudolf Augstein;Jesus Menschensohn;1972;Sachbuch;Deutschland;dRa78153;sSR57418
394;60;Rudolf Augstein;Jesus Menschensohn;1972;Sachbuch;Deutschland;Zts47059;Zkf14508
395;61;Augustinus;Bekenntnisse;400;Autobiografie;Latein;RJS63179;dkc72431
396;61;Augustinus;Bekenntnisse;400;Autobiografie;Latein;EMg04856;Sqv19430
397;61;Augustinus;Bekenntnisse;400;Autobiografie;Latein;VvF67145;vVL71042
398;61;Augustinus;Bekenntnisse;400;Autobiografie;Latein;kOL50923;MLh45286
399;61;Augustinus;Bekenntnisse;400;Autobiografie;Latein;SfV69541;LKO82415
400;61;Augustinus;Bekenntnisse;400;Autobiografie;Latein;YIg39582;EUO38416
401;62;Sri Aurobindo;Das Göttliche Leben;1918;Philosophie;Indien;tDp98517;Edl51398
402;62;Sri Aurobindo;Das Göttliche Leben;1918;Philosophie;Indien;zFK69480;OqS85632
403;62;Sri Aurobindo;Das Göttliche Leben;1918;Philosophie;Indien;CUr18923;gvl57403
404;62;Sri Aurobindo;Das Göttliche Leben;1918;Philosophie;Indien;qWr47519;jdE40378
405;62;Sri Aurobindo;Das Göttliche Leben;1918;Philosophie;Indien;vRk59068;xuU19764
406;62;Sri Aurobindo;Das Göttliche Leben;1918;Philosophie;Indien;qMg30798;Otg70856
407;62;Sri Aurobindo;Das Göttliche Leben;1918;Philosophie;Indien;VMo58964;ZDs15709
408;62;Sri Aurobindo;Das Göttliche Leben;1918;Philosophie;Indien;anJ30697;wzK03851
409;63;Stefan Aust;Der Baader-Meinhof-Komplex;1985;Sachbuch;Deutschland;AXL03642;fsK71960
410;63;Stefan Aust;Der Baader-Meinhof-Komplex;1985;Sachbuch;Deutschland;ZTR14602;CaM14257
411;63;Stefan Aust;Der Baader-Meinhof-Komplex;1985;Sachbuch;Deutschland;rac01948;knb27513
412;63;Stefan Aust;Der Baader-Meinhof-Komplex;1985;Sachbuch;Deutschland;HWO21350;Tig41258
413;63;Stefan Aust;Der Baader-Meinhof-Komplex;1985;Sachbuch;Deutschland;ApP36728;Tev29583
414;64;Jane Austen;Stolz und Vorurteil;1813;Roman;Großbritannien;MQG83619;epk28903
415;64;Jane Austen;Stolz und Vorurteil;1813;Roman;Großbritannien;Lrl28465;GWX90624
416;64;Jane Austen;Stolz und Vorurteil;1813;Roman;Großbritannien;jGN54691;ztX97840
417;64;Jane Austen;Stolz und Vorurteil;1813;Roman;Großbritannien;LUO85037;Ate63710
418;64;Jane Austen;Stolz und Vorurteil;1813;Roman;Großbritannien;cQh36790;wbs16925
419;65;Paul Auster;Die New-York-Trilogie;1987;Roman;USA;Llz46321;Urz29836
420;65;Paul Auster;Die New-York-Trilogie;1987;Roman;USA;hfI59634;ueW84972
421;65;Paul Auster;Die New-York-Trilogie;1987;Roman;USA;lsY50481;WoC75481
422;65;Paul Auster;Die New-York-Trilogie;1987;Roman;USA;TIF74208;iyT79352
423;65;Paul Auster;Die New-York-Trilogie;1987;Roman;USA;UiQ38541;IkP75468
424;65;Paul Auster;Die New-York-Trilogie;1987;Roman;USA;BTz95430;Wpk86341
425;65;Paul Auster;Die New-York-Trilogie;1987;Roman;USA;jWn15947;tPv10362
426;66;Isaak Babel;Die Reiterarmee;1923;Roman;Russland;QTB92546;XPB56071
427;66;Isaak Babel;Die Reiterarmee;1923;Roman;Russland;QPz70543;AXJ06973
428;66;Isaak Babel;Die Reiterarmee;1923;Roman;Russland;DCq56032;RvT13907
429;66;Isaak Babel;Die Reiterarmee;1923;Roman;Russland;sbe70328;KtV97036
430;66;Isaak Babel;Die Reiterarmee;1923;Roman;Russland;rKO38425;zIY72481
431;67;Riccardo Bacchelli;Die Mühle am Po;1938;Roman;Italien;KLJ34209;hrQ72395
432;67;Riccardo Bacchelli;Die Mühle am Po;1938;Roman;Italien;XZw63725;fSl83971
433;67;Riccardo Bacchelli;Die Mühle am Po;1938;Roman;Italien;hHx38274;JZF56128
434;67;Riccardo Bacchelli;Die Mühle am Po;1938;Roman;Italien;OSa29057;SdA17639
435;67;Riccardo Bacchelli;Die Mühle am Po;1938;Roman;Italien;HNg51896;Pow65923
436;67;Riccardo Bacchelli;Die Mühle am Po;1938;Roman;Italien;bta61072;vUQ93241
437;67;Riccardo Bacchelli;Die Mühle am Po;1938;Roman;Italien;sVS09413;vDb39084
438;67;Riccardo Bacchelli;Die Mühle am Po;1938;Roman;Italien;vFW78169;Zfy24685
439;68;Ingeborg Bachmann;Anrufung des Großen Bären;1956;Lyrik;Österreich;PlJ83462;JnV52137
440;68;Ingeborg Bachmann;Anrufung des Großen Bären;1956;Lyrik;Österreich;OXx10879;sgx16375
441;68;Ingeborg Bachmann;Anrufung des Großen Bären;1956;Lyrik;Österreich;FCW07582;MCm20843
442;68;Ingeborg Bachmann;Anrufung des Großen Bären;1956;Lyrik;Österreich;ouv15372;zku01287
443;68;Ingeborg Bachmann;Anrufung des Großen Bären;1956;Lyrik;Österreich;Niz87341;rWV12478
444;68;Ingeborg Bachmann;Anrufung des Großen Bären;1956;Lyrik;Österreich;Xvs82317;RGX18527
445;68;Ingeborg Bachmann;Anrufung des Großen Bären;1956;Lyrik;Österreich;ekD02769;egs47912
446;68;Ingeborg Bachmann;Anrufung des Großen Bären;1956;Lyrik;Österreich;pbn34289;XZs67214
447;69;Ingeborg Bachmann;Malina;1971;Roman;Österreich;yXV74281;CAH80649
448;69;Ingeborg Bachmann;Malina;1971;Roman;Österreich;IUb18574;jSZ70615
449;69;Ingeborg Bachmann;Malina;1971;Roman;Österreich;IXQ89452;ipV71098
450;69;Ingeborg Bachmann;Malina;1971;Roman;Österreich;OIT20953;Oqj03148
451;69;Ingeborg Bachmann;Malina;1971;Roman;Österreich;Nge05983;KqJ04871
452;70;James Baldwin;Gehe hin und verkünde es vom Berge;1953;Roman;USA;opG37619;DWU96753
453;70;James Baldwin;Gehe hin und verkünde es vom Berge;1953;Roman;USA;BFS68042;eDz49263
454;70;James Baldwin;Gehe hin und verkünde es vom Berge;1953;Roman;USA;XRs42189;mIC45310
455;70;James Baldwin;Gehe hin und verkünde es vom Berge;1953;Roman;USA;hXD34019;wom50148
456;70;James Baldwin;Gehe hin und verkünde es vom Berge;1953;Roman;USA;DJt17526;gtp87419
457;70;James Baldwin;Gehe hin und verkünde es vom Berge;1953;Roman;USA;Coj46309;QmR61245
458;70;James Baldwin;Gehe hin und verkünde es vom Berge;1953;Roman;USA;EdF87693;ugY29376
459;71;James Baldwin;Giovannis Zimmer;1956;Roman;USA;Cba87036;KDb01652
460;71;James Baldwin;Giovannis Zimmer;1956;Roman;USA;lzZ08254;MFw31856
461;71;James Baldwin;Giovannis Zimmer;1956;Roman;USA;eRi62358;cDi27609
462;71;James Baldwin;Giovannis Zimmer;1956;Roman;USA;ygp35812;lVk04291
463;71;James Baldwin;Giovannis Zimmer;1956;Roman;USA;eIZ39048;CoN32679
464;71;James Baldwin;Giovannis Zimmer;1956;Roman;USA;dUm23519;uZe56841
465;71;James Baldwin;Giovannis Zimmer;1956;Roman;USA;HZb39156;jQk85163
466;72;Honoré de Balzac;Vater Goriot;1835;Roman;Frankreich;eyG02798;yQf09837
467;72;Honoré de Balzac;Vater Goriot;1835;Roman;Frankreich;tqM20769;cwA27654
468;72;Honoré de Balzac;Vater Goriot;1835;Roman;Frankreich;LOo43208;uAR70518
469;72;Honoré de Balzac;Vater Goriot;1835;Roman;Frankreich;ulr07392;JZb14685
470;72;Honoré de Balzac;Vater Goriot;1835;Roman;Frankreich;HKD73286;Bcf72853
471;72;Honoré de Balzac;Vater Goriot;1835;Roman;Frankreich;Yer67234;TVF02957
472;72;Honoré de Balzac;Vater Goriot;1835;Roman;Frankreich;mUP70529;UOD25013
473;72;Honoré de Balzac;Vater Goriot;1835;Roman;Frankreich;knt69701;FjR30756
474;73;Honoré de Balzac;Verlorene Illusionen;1837;Roman;Frankreich;cBA46129;igu56987
475;73;Honoré de Balzac;Verlorene Illusionen;1837;Roman;Frankreich;odh60741;Cxw19654
476;73;Honoré de Balzac;Verlorene Illusionen;1837;Roman;Frankreich;PfK62387;Sgp74592
477;73;Honoré de Balzac;Verlorene Illusionen;1837;Roman;Frankreich;Cxp81264;Ejk92310
478;73;Honoré de Balzac;Verlorene Illusionen;1837;Roman;Frankreich;Whr56279;Pek43962
479;74;Honoré de Balzac;Glanz und Elend der Kurtisanen;1838;Roman;Frankreich;Qzu84279;cXB06527
480;74;Honoré de Balzac;Glanz und Elend der Kurtisanen;1838;Roman;Frankreich;nAb28143;gzy57342
481;74;Honoré de Balzac;Glanz und Elend der Kurtisanen;1838;Roman;Frankreich;OIv65879;Shk68912
482;74;Honoré de Balzac;Glanz und Elend der Kurtisanen;1838;Roman;Frankreich;scO58721;xND10498
483;74;Honoré de Balzac;Glanz und Elend der Kurtisanen;1838;Roman;Frankreich;tDi81473;Dlx58042
484;74;Honoré de Balzac;Glanz und Elend der Kurtisanen;1838;Roman;Frankreich;uvm60971;qpo08367
485;74;Honoré de Balzac;Glanz und Elend der Kurtisanen;1838;Roman;Frankreich;obE25648;iom70241
486;75;Peter Bamm;Die unsichtbare Flagge;1953;Roman;Deutschland;ewk05694;RZN06731
487;75;Peter Bamm;Die unsichtbare Flagge;1953;Roman;Deutschland;Qyn96038;nGk37268
488;75;Peter Bamm;Die unsichtbare Flagge;1953;Roman;Deutschland;OQJ35974;HxG96237
489;75;Peter Bamm;Die unsichtbare Flagge;1953;Roman;Deutschland;Dca37904;PnJ14380
490;75;Peter Bamm;Die unsichtbare Flagge;1953;Roman;Deutschland;pFq27059;azP15876
491;75;Peter Bamm;Die unsichtbare Flagge;1953;Roman;Deutschland;Vmf28510;Fyt74930
492;76;Herman Bang;Am Wege;1886;Roman;Dänemark;szD52386;nwi50832
493;76;Herman Bang;Am Wege;1886;Roman;Dänemark;sUx68204;qWK31957
494;76;Herman Bang;Am Wege;1886;Roman;Dänemark;ZLj72438;vLx13028
495;76;Herman Bang;Am Wege;1886;Roman;Dänemark;qkm80496;wvy97084
496;76;Herman Bang;Am Wege;1886;Roman;Dänemark;ijO18407;rDF52416
497;76;Herman Bang;Am Wege;1886;Roman;Dänemark;Zyx78425;gKs96230
498;77;Alessandro Baricco;Novecento. Die Legende vom Ozeanpianisten;1994;Roman;Italien;uPd26053;zcD93485
499;77;Alessandro Baricco;Novecento. Die Legende vom Ozeanpianisten;1994;Roman;Italien;mse92806;KiB79852
500;77;Alessandro Baricco;Novecento. Die Legende vom Ozeanpianisten;1994;Roman;Italien;nYJ30586;ulr72359
501;77;Alessandro Baricco;Novecento. Die Legende vom Ozeanpianisten;1994;Roman;Italien;Wbe25189;JfS93870
502;77;Alessandro Baricco;Novecento. Die Legende vom Ozeanpianisten;1994;Roman;Italien;IGi35687;upc59634
503;78;Djuna Barnes;Nachtgewächs;1936;Roman;USA;iEM63127;ipw41769
504;78;Djuna Barnes;Nachtgewächs;1936;Roman;USA;wNd06984;DmQ14569
505;78;Djuna Barnes;Nachtgewächs;1936;Roman;USA;lWq59274;Ulg42189
506;78;Djuna Barnes;Nachtgewächs;1936;Roman;USA;tNf81254;AZx19058
507;78;Djuna Barnes;Nachtgewächs;1936;Roman;USA;RgX46013;UHA16253
508;78;Djuna Barnes;Nachtgewächs;1936;Roman;USA;mPX53821;vuE51460
509;78;Djuna Barnes;Nachtgewächs;1936;Roman;USA;Sic21509;BkJ42516
510;78;Djuna Barnes;Nachtgewächs;1936;Roman;USA;HOj85942;gYG93561
511;79;Julian Barnes;Eine Geschichte der Welt in 10 ½ Kapiteln;1989;Roman;Großbritannien;clN87250;Lvq19827
512;79;Julian Barnes;Eine Geschichte der Welt in 10 ½ Kapiteln;1989;Roman;Großbritannien;lVE31607;JSG31642
513;79;Julian Barnes;Eine Geschichte der Welt in 10 ½ Kapiteln;1989;Roman;Großbritannien;sNH52381;cTB19603
514;79;Julian Barnes;Eine Geschichte der Welt in 10 ½ Kapiteln;1989;Roman;Großbritannien;cCA93124;Gna97654
515;79;Julian Barnes;Eine Geschichte der Welt in 10 ½ Kapiteln;1989;Roman;Großbritannien;GCe86914;lLx96247
516;79;Julian Barnes;Eine Geschichte der Welt in 10 ½ Kapiteln;1989;Roman;Großbritannien;rDp01842;eNj59071
517;79;Julian Barnes;Eine Geschichte der Welt in 10 ½ Kapiteln;1989;Roman;Großbritannien;Mhi37296;Mvj23694
518;79;Julian Barnes;Eine Geschichte der Welt in 10 ½ Kapiteln;1989;Roman;Großbritannien;YQh18763;YOU49601
519;80;Miguel Barnet;Der Cimarrón;1966;Roman;Kuba;zGY38125;BOL48902
520;80;Miguel Barnet;Der Cimarrón;1966;Roman;Kuba;SgK46805;rFd32467
521;80;Miguel Barnet;Der Cimarrón;1966;Roman;Kuba;JUu97826;ZrU30217
522;80;Miguel Barnet;Der Cimarrón;1966;Roman;Kuba;AfJ51873;ZLj04697
523;80;Miguel Barnet;Der Cimarrón;1966;Roman;Kuba;Tom07621;lds80945
524;80;Miguel Barnet;Der Cimarrón;1966;Roman;Kuba;KpA85631;fPH96318
525;81;Karl Barth;Der Römerbrief;1919;Theologie;Schweiz;hdx16427;LxG21598
526;81;Karl Barth;Der Römerbrief;1919;Theologie;Schweiz;zTb31096;Use38514
527;81;Karl Barth;Der Römerbrief;1919;Theologie;Schweiz;IUg81762;NZf24190
528;81;Karl Barth;Der Römerbrief;1919;Theologie;Schweiz;xaj73189;qnx25937
529;81;Karl Barth;Der Römerbrief;1919;Theologie;Schweiz;FJE25340;Ydv49163
530;81;Karl Barth;Der Römerbrief;1919;Theologie;Schweiz;IbT74392;pyA53902
531;82;Roland Barthes;Mythen des Alltags;1957;Sachbuch;Frankreich;PQx51327;WSP59201
532;82;Roland Barthes;Mythen des Alltags;1957;Sachbuch;Frankreich;lPg39167;cEq67253
533;82;Roland Barthes;Mythen des Alltags;1957;Sachbuch;Frankreich;prF84026;nOi50736
534;82;Roland Barthes;Mythen des Alltags;1957;Sachbuch;Frankreich;bNP49021;gAB41608
535;82;Roland Barthes;Mythen des Alltags;1957;Sachbuch;Frankreich;Lom25094;NdM03659
536;82;Roland Barthes;Mythen des Alltags;1957;Sachbuch;Frankreich;Ioe08213;jad96825
537;82;Roland Barthes;Mythen des Alltags;1957;Sachbuch;Frankreich;FGm49086;DlF02751
538;82;Roland Barthes;Mythen des Alltags;1957;Sachbuch;Frankreich;wUi09812;Wbe64103
539;83;Luigi Bartolini;Fahrraddiebe;1946;Roman;Italien;dUu24967;fer21835
540;83;Luigi Bartolini;Fahrraddiebe;1946;Roman;Italien;hFP34906;MaW81562
541;83;Luigi Bartolini;Fahrraddiebe;1946;Roman;Italien;ZhI54203;iyX89173
542;83;Luigi Bartolini;Fahrraddiebe;1946;Roman;Italien;jUk89526;wSK85273
543;83;Luigi Bartolini;Fahrraddiebe;1946;Roman;Italien;lgf38247;lGw51296
544;83;Luigi Bartolini;Fahrraddiebe;1946;Roman;Italien;ICV59342;UzQ12870
545;83;Luigi Bartolini;Fahrraddiebe;1946;Roman;Italien;IbY19784;RpE45283
546;84;Giorgio Bassani;Die Gärten der Finzi-Contini;1962;Roman;Italien;zGV34072;pzG15384
547;84;Giorgio Bassani;Die Gärten der Finzi-Contini;1962;Roman;Italien;UIn46827;TRY29810
548;84;Giorgio Bassani;Die Gärten der Finzi-Contini;1962;Roman;Italien;Fgx94375;aUi09687
549;84;Giorgio Bassani;Die Gärten der Finzi-Contini;1962;Roman;Italien;IiV51842;sey39542
550;84;Giorgio Bassani;Die Gärten der Finzi-Contini;1962;Roman;Italien;oil08235;bEM84596
551;85;Charles Baudelaire;Die Blumen des Bösen;1857;Lyrik;Frankreich;Ffj89023;NqQ89076
552;85;Charles Baudelaire;Die Blumen des Bösen;1857;Lyrik;Frankreich;VzO51849;Zjr56174
553;85;Charles Baudelaire;Die Blumen des Bösen;1857;Lyrik;Frankreich;KlE48169;qfQ63057
554;85;Charles Baudelaire;Die Blumen des Bösen;1857;Lyrik;Frankreich;HCG03167;sSC48637
555;85;Charles Baudelaire;Die Blumen des Bösen;1857;Lyrik;Frankreich;YxV24153;TuS74193
556;85;Charles Baudelaire;Die Blumen des Bösen;1857;Lyrik;Frankreich;Fkd30849;IFx81352
557;85;Charles Baudelaire;Die Blumen des Bösen;1857;Lyrik;Frankreich;wel75423;CpY48693
558;85;Charles Baudelaire;Die Blumen des Bösen;1857;Lyrik;Frankreich;Icz62189;nlz49865
559;86;Vicki Baum;Menschen im Hotel;1929;Roman;Österreich;ASl59630;vep47032
560;86;Vicki Baum;Menschen im Hotel;1929;Roman;Österreich;weS74836;ltz62804
561;86;Vicki Baum;Menschen im Hotel;1929;Roman;Österreich;fzR04518;DTJ09527
562;86;Vicki Baum;Menschen im Hotel;1929;Roman;Österreich;BPQ89354;gmZ98126
563;86;Vicki Baum;Menschen im Hotel;1929;Roman;Österreich;zml60913;NZc01465
564;87;Simone de Beauvoir;Das andere Geschlecht;1949;Philosophie;Frankreich;iIJ15376;Vtc83957
565;87;Simone de Beauvoir;Das andere Geschlecht;1949;Philosophie;Frankreich;WZC24503;kZL42130
566;87;Simone de Beauvoir;Das andere Geschlecht;1949;Philosophie;Frankreich;Nnz02693;xZv06734
567;87;Simone de Beauvoir;Das andere Geschlecht;1949;Philosophie;Frankreich;uNO85429;sOr73058
568;87;Simone de Beauvoir;Das andere Geschlecht;1949;Philosophie;Frankreich;PDt06512;loP04756
569;87;Simone de Beauvoir;Das andere Geschlecht;1949;Philosophie;Frankreich;dxj95261;dpO58317
570;88;Johannes R. Becher;Abschied;1940;Roman;Deutschland;HVz96570;Poi92461
571;88;Johannes R. Becher;Abschied;1940;Roman;Deutschland;wrK35068;NTL53796
572;88;Johannes R. Becher;Abschied;1940;Roman;Deutschland;RqS63840;xSQ18403
573;88;Johannes R. Becher;Abschied;1940;Roman;Deutschland;uTf03947;Ghw96453
574;88;Johannes R. Becher;Abschied;1940;Roman;Deutschland;DqA84193;vIB36405
